Map,Target,Slot,Asset,Service,Stage,Hero Suitability,Evidence,Privacy,Page Status,Flag,Arabic Alt
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-001-7.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-commercial-building-001-7.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,VID-20260729-WA0035.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الواجهات
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-glass-cleaning-service-riyadh-stage-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-office-cleaning-worker-window-001-1.webp,Glass Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-glass-cleaning-rooftop-railing-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-deep-cleaning-worker-majlis-001.webp,Villa Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-marble-cleaning-bathroom-stage-001.webp,Villa Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-deep-cleaning-worker-on-ladder-riyadh.webp,Villa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-deep-cleaning-worker-interior-001.webp,Villa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-post-construction-cleaning-stage-001-3.webp,Villa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-floor-cleaning-service-stage-during.webp,Floor Cleaning,After,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأرضيات
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-outdoor-floor-cleaning-stage-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-facade-cleaning-stage-001-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-facade-cleaning-outdoor-villa-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-facade-cleaning-villa-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-outdoor-area-cleaning-stage-001-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-outdoor-floor-cleaning-stage-during-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-shop-cleaning-stage-during.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-interior-wood-slats-detail-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-facade-glass-cleaning-villa-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260614-VILLA-A,Candidate,vibe-clean-pro-outdoor-cleaning-villa-stage-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-commercial-cleaning-outdoor-stage-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-glass-cleaning-service-riyadh-stage-001-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-floor-cleaning-service-stage-001-2.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-commercial-staircase-post-construction-cleaning-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-facade-cleaning-before-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-post-construction-cleaning-outdoor-stage-001-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-home-cleaning-dresser-wipe-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-swimming-pool-cleaning-stage-during-riyadh.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-post-construction-staircase-cleaning-riyadh.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-outdoor-cleaning-worker-sweeping-leaves-riyadh-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-outdoor-floor-cleaning-riyadh-stage-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-floor-cleaning-villa-outdoor-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-swimming-pool-cleaning-stage-during-riyadh-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-swimming-pool-cleaning-stage-during-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-staircase-cleaning-service-riyadh-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-swimming-pool-cleaning-during-001-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-post-construction-cleaning-glass-facade-riyadh-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,CAND-20260801-VILLA-C,Candidate,vibe-clean-pro-glass-cleaning-service-stage-during-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأسطح الخارجية
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-commercial-store-cleaning-stage-001.webp,Post-Construction Cleaning,General,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف ما بعد البناء والتشطيب
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-deep-cleaning-villa-interior-door-001.webp,Post-Construction Cleaning,General,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف ما بعد البناء والتشطيب
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-floor-cleaning-stage-after-001.webp,Floor Cleaning,General,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأرضيات
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-glass-cleaning-commercial-stage-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الزجاج ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-floor-cleaning-corridor-after-001.webp,Post-Construction Cleaning,General,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف ما بعد البناء والتشطيب
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-post-construction-cleaning-stage-001-5.webp,Glass Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الزجاج ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-office-glass-cleaning-stage-during-001.webp,Post-Construction Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف ما بعد البناء والتشطيب ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-deep-cleaning-kitchen-drawer-riyadh.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف المطابخ ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-post-construction-balcony-floor-001.webp,Post-Construction Cleaning,Before,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),حالة الموقع قبل تنظيف ما بعد البناء والتشطيب ضمن مشروع حقيقي لفايب كلين برو
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-deep-cleaning-kitchen-stage-001.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف المطابخ ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-post-construction-cleaning-living-room-001.webp,Post-Construction Cleaning,Before,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),حالة الموقع قبل تنظيف ما بعد البناء والتشطيب ضمن مشروع حقيقي لفايب كلين برو
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-commercial-cleaning-post-construction-riyadh-001.webp,Post-Construction Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف ما بعد البناء والتشطيب ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-glass-cleaning-office-stage-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الزجاج ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-glass-cleaning-balcony-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الزجاج ضمن مشروع حقيقي
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-outdoor-glass-cleaning-villa-001.webp,Exterior Surface Cleaning,General,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح والممرات الخارجية
Project,PRJ-CAND-20260507-01,Candidate,vibe-clean-pro-deep-cleaning-after-001.webp,Post-Construction Cleaning,General,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف ما بعد البناء والتشطيب
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-facade-cleaning-outdoor-area-riyadh.webp,Facade Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning tall exterior slat wall at a moder
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-post-construction-cleaning-room-stage-001.webp,Post-Construction Cleaning,After,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح clean finished villa interior after detailed clean
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-villa-cleaning-after-001.webp,Post-Construction Cleaning,After,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح clean finished villa interior after detailed clean
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-outdoor-area-cleaning-stage-001.webp,Post-Construction Cleaning,After,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح cleaned exterior entry and architectural details a
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-post-construction-cleaning-villa-stage-after-001.webp,Post-Construction Cleaning,After,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح clean finished villa interior after detailed clean
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-deep-cleaning-after-stage-001.webp,Post-Construction Cleaning,After,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح clean finished villa interior after detailed clean
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-villa-cleaning-entrance-stage-001.webp,Post-Construction Cleaning,After,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح cleaned exterior entry and architectural details a
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-glass-cleaning-facade-worker-scaffolding-001.webp,High-Level Interior Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker using access equipment for high-level detai
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-facade-cleaning-extender-pole-riyadh-001.webp,High-Level Interior Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker using access equipment for high-level detai
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-facade-cleaning-riyadh-001.webp,Post-Construction Cleaning,After,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح cleaned exterior entry and architectural details a
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-villa-cleaning-after-floor-001.webp,Post-Construction Cleaning,After,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح clean finished villa interior after detailed clean
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-balcony-floor-cleaning-stage-001.webp,Bathroom Cleaning,After,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح clean bathroom floor and drain area after detailed
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-post-construction-cleaning-marble-stage-001.webp,High-Level Interior Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker using access equipment for high-level detai
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-glass-cleaning-villa-stage-001-4.webp,High-Level Interior Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker using access equipment for high-level detai
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-facade-cleaning-outdoor-stage-001.webp,Post-Construction Cleaning,After,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح cleaned exterior entry and architectural details a
Project,CAND-20260507-MODERN-VILLA,Candidate,vibe-clean-pro-glass-cleaning-service-stage-during-001-1.webp,Glass Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح two workers cleaning large interior windows using 
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-post-construction-cleaning-stage-001-4.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-marble-stair-cleaning-riyadh-001.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-glass-cleaning-staircase-riyadh.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-office-floor-cleaning-riyadh.webp,Office Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-office-cleaning-stage-001-1.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-office-cleaning-desk-wiping-riyadh.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-commercial-cleaning-office-corridor-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-office-cleaning-service-stage-001-1.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-office-cleaning-stage-during-001-3.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-commercial-post-construction-cleaning-riyadh-001-1.webp,Office Cleaning,During,Excellent,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-glass-cleaning-service-riyadh-1.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-general-cleaning-5.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-office-cleaning-service-stage-during.webp,Office Cleaning,During,Excellent,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-glass-cleaning-service-stage-001-5.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260909-OFFICE-A,Candidate,vibe-clean-pro-commercial-glass-cleaning-riyadh-001-1.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-sofa-cleaning-during-001.webp,Sofa Cleaning,General,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الكنب
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-upholstery-cleaning-living-room-001.webp,Sofa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الكنب ضمن مشروع حقيقي
